date,returns_1d,returns_5d,volatility_20d,ma_ratio,price_momentum,rsi_14,returns_1d_lag1,returns_5d_lag1,volatility_20d_lag1,ma_ratio_lag1,price_momentum_lag1,rsi_14_lag1,returns_1d_lag3,returns_5d_lag3,volatility_20d_lag3,ma_ratio_lag3,price_momentum_lag3,rsi_14_lag3,returns_1d_lag5,returns_5d_lag5,volatility_20d_lag5,ma_ratio_lag5,price_momentum_lag5,rsi_14_lag5,dxy_change_5d,vix_change,real_yield,dxy_change_5d_lag1,vix_change_lag1,real_yield_lag1,dxy_change_5d_lag3,vix_change_lag3,real_yield_lag3,dxy_change_5d_lag5,vix_change_lag5,real_yield_lag5,inventory_change,inventory_deviation,inventory_change_lag1,inventory_deviation_lag1,inventory_change_lag3,inventory_deviation_lag3,inventory_change_lag5,inventory_deviation_lag5,event_intensity,shock_flag,gdelt_event_count_7d,gdelt_tone_7d,calendar_intensity_7d,calendar_flag_7d,event_intensity_lag1,shock_flag_lag1,gdelt_event_count_7d_lag1,gdelt_tone_7d_lag1,calendar_intensity_7d_lag1,calendar_flag_7d_lag1,event_intensity_lag3,shock_flag_lag3,gdelt_event_count_7d_lag3,gdelt_tone_7d_lag3,calendar_intensity_7d_lag3,calendar_flag_7d_lag3,event_intensity_lag5,shock_flag_lag5,gdelt_event_count_7d_lag5,gdelt_tone_7d_lag5,calendar_intensity_7d_lag5,calendar_flag_7d_lag5,target_direction,target_risk_level,target_return,wti_price
2025-12-21,0.008033531260915217,0.04112554112554112,0.16112502686225227,0.9797544319514382,-0.0006925207756232066,37.40831295843521,0.008098591549295708,0.005090398455327438,0.15911323884087877,0.9704264276674328,-0.024032725413328904,30.94768015794672,0.002675227394328461,-0.020500609791509472,0.15269284554265058,0.9674245674245674,-0.04776422764227639,22.392638036809828,-0.026856240126382325,-0.040166204986149645,0.14296242523932917,0.9725882860523628,-0.07342618384401112,25.03703703703701,0.0013262134853391228,-0.018906605922551223,4.166666666666667,0.0012596274803866603,-0.0185557791191594,4.163333333333333,-0.00023900434288381955,-0.04256526674233829,4.12,-0.000748458076346159,-0.00121212121212122,4.15,0.0,-0.13867504879206619,0.0,-0.1875287289554493,0.0,-0.2591832839927472,0.0,-0.3174851771999561,0.15632371897282513,0,0.0,0.0,0.0,0.0,0.15269119864824052,0.0,0.0,0.0,0.0,0.0,0.13866254722395435,0.0,0.0,0.0,0.0,0.0,0.12887980418739595,1.0,0.0,0.0,0.0,0.0,1,1,0.002945252945252941,57.72
